CustomerID,Age,Income,LoanAmount,CreditScore,LoanTerm,DefaultProbability,Defaulted
1,56,89240.24463915301,22969.216211418865,831.3261278207725,24,0.3341927141731099,0
2,69,51521.165472514855,11858.720599868784,718.5707846379307,36,0.7308703457761604,1
3,46,55001.62002341953,49661.75759712688,822.924989252236,60,0.42001100429566285,0
4,32,69046.94120360095,46715.043556593286,686.3972758441439,36,0.57835976311654,1
5,60,22609.25571110443,29298.07086262518,463.92871475169375,24,0.8326117733261311,1
6,25,61870.291525813176,42891.49824693896,357.9507072379711,36,0.8041655649838841,1
7,38,47488.240909550805,28443.1089772419,730.0031248397146,60,0.8664231835397002,1
8,56,62574.6557831289,33061.35596012419,654.2820718117537,60,0.05961732534465902,0
9,36,35569.07713650266,9010.599445220749,326.5023068163129,12,0.6920505530397448,1
10,40,135768.54649618635,38987.16892235636,498.02775624553806,48,0.13998737672176287,0
11,28,97167.01896202633,10747.106763585567,826.2398985163574,12,0.415818568018411,0
12,28,108283.30148878365,42173.04336136378,575.2206301406106,60,0.5485884150546885,1
13,41,122592.26101895398,40191.26394516737,538.0010248108375,24,0.40273948474683074,0
14,53,84797.48586077744,36893.51139843394,551.7347828376116,24,0.5196116758030075,1
15,57,31299.63745136508,6627.217123614295,414.88549820284004,12,0.9965263087986191,1
16,41,89823.85043641122,18640.776017539785,502.7889439756374,60,0.13521731371285473,0
17,20,96289.34534271428,16840.06564598793,503.39729079294716,24,0.6754560453364256,1
18,39,116907.1316439629,21206.13833621836,328.7952611031098,60,0.3960009663856152,0
19,19,76115.74100985832,8943.923604372734,722.1621956848551,24,0.13300979890732878,0
20,41,36585.439363423284,47163.102036397824,529.0774375471334,60,0.15873676337430953,0
21,61,56890.86775383418,29921.10083205693,752.1989377490329,36,0.9492731062456169,1
22,47,67200.69853182256,18748.59397961106,767.6914006159425,60,0.879601496711762,1
23,55,103969.24137310816,22864.168268342753,416.59673008426194,60,0.9070419604150218,1
24,19,94201.17960695854,25124.114322717603,661.5444151935708,12,0.9915327758273865,1
25,38,66292.57436672001,32026.745001227777,559.7549922896399,36,0.20831539000851795,0
26,50,148246.98234308738,28205.5742463424,784.0862058568168,48,0.35543933736406175,0
27,29,98750.72651639533,46372.63879464878,418.65737354704976,12,0.6692190299248667,1
28,39,50839.48292567929,27363.35673076236,672.7972601705244,48,0.48380253986064725,0
29,61,33231.72144065249,49647.11066704907,634.2636672389974,24,0.4183895333783335,0
30,42,39871.68809396317,43314.12309852931,462.41581266450805,48,0.35781124933559305,0
31,66,51974.50468998606,14382.973146080112,375.13049700814497,60,0.5937806319434522,1
32,44,40888.57852374224,46876.784658976234,658.4018682625021,48,0.575593428640082,1
33,59,44253.713126669754,10236.487904846424,706.2286019727819,12,0.16145783406424008,0
34,45,57062.37193020013,41785.23688210362,473.5950390698425,12,0.47173983751843906,0
35,33,42538.56738831813,22128.048206446103,654.6579322122726,48,0.5534717762098499,1
36,32,136579.50520143527,44508.84442002813,517.3219991863268,12,0.5702869387313905,1
37,64,30430.386936013485,44062.55105483527,692.2637858054397,12,0.2101071929123518,0
38,68,88186.4806441331,41266.64300529295,409.5684011917292,48,0.7422713922522868,1
39,61,73351.587508656,40551.36963381776,789.618251449896,36,0.025199094821069634,0
40,69,147709.22019811883,18710.561259411836,458.07527805606884,36,0.35483185554316266,0
41,20,34565.057281846806,8641.367737306347,502.2822932658841,24,0.7802126485356335,1
42,54,71721.22787594641,23134.108044432265,331.9505736441924,12,0.5638929210554023,1
43,68,146031.15632579796,12808.60317439289,361.331716776702,48,0.26116243251086024,0
44,24,132515.92636621743,36272.79900061077,583.7240464917804,12,0.6949531193430477,1
45,38,126219.3692234064,20574.487694200347,447.1759722003843,60,0.5673909441560734,1
46,26,53527.367515842176,48902.45903869617,759.5141241582069,12,0.7962436094563872,1
47,56,42215.38636070855,33843.74348053994,308.08136376022463,12,0.7350251861898234,1
48,35,106923.61859017603,42011.62536354624,508.5017267695649,36,0.6101079220362347,1
49,21,140818.87858658616,10963.61027338318,485.54005072300095,48,0.488177675310814,0
50,42,92379.17609181088,43790.65170226801,310.63019700468055,12,0.1331821256675234,0
51,31,94309.64963108698,46524.073573102745,368.4026194502806,36,0.26133301788538377,0
52,67,56397.28217583694,26917.786346852117,527.5034712052494,24,0.41909947291708527,0
53,26,120034.08131495179,32281.382198793985,571.0755214460956,36,0.5992992870063887,1
54,43,44315.68731247804,39416.441040634796,522.359360990178,36,0.5137078552153048,1
55,19,62078.30073255168,12867.738226718564,592.0157231266517,36,0.2881845259595295,0
56,37,75306.73702013418,27615.47344085491,627.3224211981249,12,0.006464357789710551,0
57,45,85989.34922897915,22939.83624975409,305.4581016203096,12,0.49623922190081393,0
58,64,51513.26521396043,11586.829647301209,555.2523376994271,24,0.2856259885622431,0
59,24,34928.78721609646,21539.049003118915,829.9245824881735,60,0.7346083007105351,1
60,61,99380.60551741223,8067.75392234721,585.4677540712519,60,0.02394626527048349,0
61,25,57521.97192123325,6161.535812726915,672.6482471024242,60,0.5848278113057909,1
62,64,95560.9687849396,11082.483011967024,471.52512185428577,24,0.9414742375060654,1
63,52,40067.1529856463,48340.180021512824,725.6952579840195,60,0.1744092671114995,0
64,31,82548.21324112627,29728.829115275763,725.1068150318633,60,0.47164949075059537,0
65,34,89236.62623170616,48461.9972518949,586.7128262097765,36,0.09142199181713817,0
66,53,26737.0597869155,24462.404524855938,836.8076028035675,12,0.6256819122613526,1
67,67,63758.55616520967,19031.725988836683,369.05261811945934,12,0.5505316805962256,1
68,57,37473.90800206665,27776.383827810983,309.32121568926954,36,0.40736552421283234,0
69,21,28238.746161459807,24778.025988480957,723.5870164664028,36,0.5213770214737412,1
70,19,148694.8302106929,9754.910791778475,743.9355455506854,36,0.8965746584690102,1
71,23,61905.99984671399,33837.18416105928,366.11397601631694,12,0.19629430231106704,0
72,59,125283.67796110253,14721.718212931983,446.0705581272333,60,0.022564511705347234,0
73,21,53103.2851192893,32881.457970402334,309.6537998516459,36,0.861664884699101,1
74,46,108595.3538891108,34259.0491579169,461.3197359293106,24,0.5771170823879065,1
75,35,118829.62178565926,11841.118390789165,725.2280306552693,36,0.8906584554618424,1
76,43,97433.03627901975,7760.733219980068,584.8782902419184,48,0.5969452234131726,1
77,61,81304.90451152058,40134.27137307979,491.45257624255845,36,0.8101610899597025,1
78,51,73539.31883914491,25691.019069619408,504.45661219848165,12,0.42967336335514794,0
79,27,65352.87465058939,7617.370797746411,300.7444941435075,36,0.7498599312882688,1
80,53,140838.78875221737,49768.98427263952,464.8902901608798,48,0.913041466889856,1
81,31,127980.52301240478,7600.1252448364985,655.5523079008617,24,0.5721229637222063,1
82,48,145453.49838664662,36276.58529863489,835.8069440989964,60,0.18078515056237954,0
83,65,36158.639053120816,49265.55163685361,765.8834548411447,36,0.26879761503019817,0
84,32,115012.77177647375,15763.104689716653,312.97723055504105,48,0.19864457689740578,0
85,25,141984.25938673492,11401.221590923828,794.2083325711617,48,0.24685702759573291,0
86,31,43560.29860153582,10462.3222740093,730.7591273142443,24,0.3064154493510364,0
87,40,28644.514757681074,18647.3816405418,729.2068679640392,12,0.5551337867531885,1
88,57,116345.68440770768,9547.061495479102,551.8976674519643,36,0.5879916294638328,1
89,38,94681.50471338855,36147.260376235936,518.9029111249765,48,0.4264997472418611,0
90,33,129437.74097857537,7803.130915852821,466.60365085825595,24,0.6154207798208354,1
91,62,38170.408961417634,27923.995766740536,336.13217242490117,60,0.08157492561136592,0
92,35,123384.75054178573,49851.35842338396,425.5294499215345,48,0.08778823705815997,0
93,64,46211.55160620679,41628.66212777085,435.63199923791353,24,0.17182946035765845,0
94,41,41275.27257254159,32684.874720395488,566.2423883406109,12,0.5180774980403448,1
95,43,41354.55373102908,18781.412935397526,711.0944236281816,12,0.21399467869831357,0
96,42,125894.71363007967,33075.31263312373,560.5954056188707,48,0.28328440349257733,0
97,62,106475.63869050602,28716.865876024323,331.8144471959383,48,0.40031283617299407,0
98,58,87998.50521998551,24173.752275066716,826.7843905435121,36,0.8118661240103798,1
99,46,66647.96293605532,10881.966953308976,818.4983755017618,24,0.013862135912860118,0
100,32,134036.07030570408,44897.189685821,731.8542487316247,48,0.6493788202366224,1
101,62,71017.8639649426,25240.30919695951,845.2303458603213,36,0.6688765310406853,1
102,18,126157.92713130503,13758.013031934428,599.4652830401446,36,0.7986557803566365,1
103,42,77087.5381141284,21549.170789478034,829.5225926392633,48,0.9327529390603132,1
104,24,69002.77582523799,23635.838863801717,341.5827723392129,12,0.020137848949289827,0
105,26,80148.37213704883,42239.20530050934,501.12441154375426,24,0.15378370551321618,0
106,41,59179.12364133847,38012.647125263094,423.9596974037212,24,0.886171294055993,1
107,18,117189.21942291265,39618.72021386029,407.7081962738485,12,0.45851856218701537,0
108,61,85353.6507120223,5496.406899289124,377.4416218909719,48,0.5645906389334635,1
109,25,50187.650369086245,23726.929918089267,642.3275028612982,24,0.6630272037231474,1
110,41,136944.6945256939,26660.486823589563,729.7270206610178,48,0.6790666044956374,1
111,28,69905.85877851749,5863.652457037551,618.0641196811983,48,0.9317404033165082,1
112,68,90661.87194481851,16691.59439352654,380.8294902735153,36,0.9969494174116696,1
113,34,137841.37442539108,39213.042040496075,746.118073463409,12,0.7201574609309402,1
114,25,101150.93946881898,11169.936757804957,649.7750889400506,48,0.2872212092051508,0
115,52,35196.74529208733,29088.955915366623,513.4911383698475,60,0.8797524022943436,1
116,52,142178.17606975176,14684.084240775688,670.7716625448346,12,0.04922091454076161,0
117,50,101602.04689928432,5545.434858975197,442.9477385835581,24,0.2310808528744962,0
118,22,63537.7299054212,15854.065591979366,489.8557146718158,36,0.8973857174637149,1
119,59,38105.369446240344,48914.31897095242,804.6172137225947,24,0.25619151443935495,0
120,56,123223.27460513847,41069.17003473453,459.7774781192812,24,0.22065105962174847,0
121,58,100609.45827070676,48180.9489944465,558.493547486865,12,0.13812529314024724,0
122,45,89349.9419569218,26953.431976686312,789.5776255678081,24,0.8591117576469165,1
123,24,136206.0357966245,9938.128940487659,689.2467426471401,48,0.5000582591910867,1
124,26,122517.63745918899,29658.17700381618,334.2117743905865,24,0.6748932030541548,1
125,25,39717.73436525765,25446.98005519824,381.0166743534337,36,0.23906638407502967,0
126,29,60523.86881342127,42996.06872328272,304.31287492455425,36,0.7580404210112165,1
127,51,52303.58817588055,9413.716135291006,647.0069846260399,60,0.7600055449620985,1
128,50,116713.018034448,26970.851165980017,546.2203839757301,36,0.31259802490830013,0
